2596.05,0
2890.85,0
3104.63,0.410867
2969.32,0
3050.14,0.410867
3107.68,0.821733
3055.66,0.410867
3870.88,0.410867
3692.08,0.410867
3960.7,0.410867
4143.09,1.2326
3440.86,0
3591.6,0.410867
3483.55,1.2326
4294.1,1.2326
3295.93,0.410867
3031.33,0
3082.85,0
3109.74,0.410867
2985.14,0
3220.8,0
2991.79,0.410867
3366.72,0.410867
3187.72,0
3363.76,0.410867
3035.62,0.821733
3245.58,0.410867
3252.2,1.2326
3032.08,0
3226.15,0
3363.93,1.2326
3632.52,1.64347
3308.46,0.821733
3012.8,0
3226.64,0.410867
3070.31,0
3222.02,0.410867
3344.17,0.821733
3187.37,0.821733
3364.23,0
3260.6,0.410867
3053.5,0
3185.08,0
3442.14,0.410867
3378.32,0.410867
3446.06,0.410867
3555.33,0.410867
3272.52,0
3161.95,0.821733
3109.69,0.410867
3467,0
3868.42,0.410867
3143.64,0
3188.59,0
3222.42,0
3681.74,0.821733
3274.27,0.410867
3026.19,0
3428.28,0.410867
3404.43,0
3508.64,0.410867
3387.13,0.410867
3561.12,0.821733
3176.91,0
3496.52,0
3298.11,0
3124.16,0.410867
3409.52,0.410867
3125.76,0
3094.76,0
2985.97,0
3115.58,0
3444.41,0
3556.84,0
3424.61,0.410867
3480.8,0.410867
3552.5,0.410867
3566.42,0.821733
3305.02,0
3178.58,0.410867
3074.34,0
3120.35,0.410867
3304.47,0.410867
3776.14,0.410867
3428.28,0.410867
3670.71,0.410867
3499.01,0
3765.95,0.410867
3549.95,0.410867
3641.28,0.821733
3887.08,1.2326
4474.75,1.64347
3185.35,1.2326
3629.5,2.05433
3455.37,0.410867
3905.6,0.410867
3213.11,0
3953.76,1.2326
3042.71,0.410867
2876.7,0
3195.59,0.410867
2831.87,0
2895.54,0.410867
3316.63,0.821733
3143.72,0.410867
3912.39,0.410867
3815.05,0.410867
3960.17,0.410867
4227.95,1.2326
3491.02,0
3758.81,0.410867
3587.55,1.2326
4374.28,1.2326
3362.72,0.410867
3142.04,0
3117.45,0
3221.37,0.410867
3224.9,0
3246.09,0
3216.73,0.410867
3367.41,0.410867
3326.2,0
3454.32,0.410867
3217.34,0.821733
3300.55,0.410867
3371.12,1.2326
3244.97,0
3342.61,0
3498.13,1.2326
3782.72,1.64347
3491.74,0.821733
3167.34,0
3445.77,0.410867
3317.12,0
3401.68,0.410867
3535,0.821733
3332.78,0.821733
3466.68,0
3289.5,0.410867
3305.3,0
3317.58,0
3669.04,0.410867
3542.22,0.410867
3546.93,0.410867
3639.77,0.410867
3351.73,0
3458.32,0.821733
3370.01,0.410867
3614.95,0
4113.68,0.410867
3432.91,0
3481.77,0
3500.61,0
3891.12,0.821733
3576.08,0.410867
3273.15,0
3505.92,0.410867
3619.18,0
3706.73,0.410867
3670.96,0.410867
3764.32,0.821733
3342.57,0
3678.4,0
3503.59,0
3282.3,0.410867
3648.58,0.410867
3354.25,0
3304.24,0
3180.89,0
3194.96,0
3613.47,0
3651.08,0
3611.06,0.410867
3485.96,0.410867
3550.08,0.410867
3712.08,0.821733
3517.43,0
3324.64,0.410867
3339.07,0
3286.34,0.410867
3311.69,0.410867
3739.31,0.410867
3559.13,0.410867
3896.83,0.410867
3642.03,0
3936.02,0.410867
3812.48,0.410867
3845.77,0.821733
3959.73,1.2326
4476.32,1.64347
3251.68,1.2326
3721.37,2.05433
3575.07,0.410867
3913.48,0.410867
3270.07,0
3911.69,1.2326
3220.55,0.410867
1980.25,0.410867
2206.48,0
2501.58,0.410867
3034.46,0.821733
3052.8,0.410867
3530.69,0.410867
3363.17,0.410867
3845.89,0.410867
3847.1,1.2326
3217.86,0
3445.26,0.410867
3360.41,1.2326
4022.94,1.2326
3321.44,0.410867
3185.43,0
3326.99,0
3250.04,0.410867
3201.71,0
3342.99,0
3215.83,0.410867
3489.74,0.410867
3309.06,0
3343.06,0.410867
3233.61,0.821733
3379.61,0.410867
3318.85,1.2326
3343.36,0
3298.38,0
3478.79,1.2326
3658.86,1.64347
3409.94,0.821733
3292.16,0
3275.85,0.410867
3123.11,0
3245.1,0.410867
3261.09,0.821733
3137.56,0.821733
3194.83,0
3245.22,0.410867
3114.68,0
3257.52,0
3403.95,0.410867
3341.7,0.410867
3403.88,0.410867
3447.45,0.410867
3256.93,0
3188.35,0.821733
3212.02,0.410867
3418.63,0
3788.76,0.410867
3287.78,0
3293.61,0
3359.94,0
3726.43,0.821733
3387.75,0.410867
3195.38,0
3408.66,0.410867
3426.13,0
3590.28,0.410867
3367.74,0.410867
3564.29,0.821733
3251.61,0
3411.26,0
3373.69,0
3305.01,0.410867
3377.28,0.410867
3258.74,0
3313.57,0
3225.16,0
3172.5,0
3393.4,0
3452.92,0
3313.62,0.410867
3374.32,0.410867
3427.62,0.410867
3425.17,0.821733
3257.95,0
3216.55,0.410867
3183.46,0
3269.24,0.410867
3385.66,0.410867
3735.05,0.410867
3427.5,0.410867
3540.5,0.410867
3353.09,0
3604.26,0.410867
3410.95,0.410867
3501.46,0.821733
3588.11,1.2326
4148.01,1.64347
3190.9,1.2326
3603.15,2.05433
3304.46,0.410867
3634.1,0.410867
3158.98,0
3795.12,1.2326
3236.21,0.410867
2359.97,0.410867
2546.5,0.821733
2911.52,1.2326
3008.29,0.821733
3433.12,0.821733
3355.33,0.821733
3748.35,0.821733
3833.56,1.64347
3129.54,0.410867
